,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,param_objective,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,40.74950904846192,4.632997122579923,0.11228728294372559,0.04623163996703781,3,100,<function huber_approx_obj at 0x1a1cabf8c0>,"{'max_depth': 3, 'n_estimators': 100, 'objective': <function huber_approx_obj at 0x1a1cabf8c0>}",-16.118229400172833,-15.191862017695831,-16.193533689267507,-33.08592538068758,-34.17637541400906,-22.95277420352932,8.732367231787762,2
1,46.708543920516966,7.3021719400832845,0.05704903602600098,0.011976317872919133,3,100,<function custom_loss_train at 0x1a1cabf830>,"{'max_depth': 3, 'n_estimators': 100, 'objective': <function custom_loss_train at 0x1a1cabf830>}",-47.829036536286964,-37.87765104505074,-55.95296969845828,-73.11545166631312,-65.35448383071734,-56.025425687707354,12.45473117517606,6
2,72.20983695983887,1.4746076306114788,0.056665658950805664,0.006565826305974107,3,200,<function huber_approx_obj at 0x1a1cabf8c0>,"{'max_depth': 3, 'n_estimators': 200, 'objective': <function huber_approx_obj at 0x1a1cabf8c0>}",-15.8226247278104,-14.722809434994401,-15.412710187597154,-22.425534253459485,-25.050559165808572,-18.686675332009518,4.221588750555544,1
3,70.81875329017639,2.076751067707739,0.09596400260925293,0.06996816740175182,3,200,<function custom_loss_train at 0x1a1cabf830>,"{'max_depth': 3, 'n_estimators': 200, 'objective': <function custom_loss_train at 0x1a1cabf830>}",-46.606598784535144,-37.10889419135528,-42.745841362554486,-71.21037700549171,-64.14995138227975,-52.36398634033914,13.057014831486761,5
4,49.352263402938846,3.5045806448347063,0.12074761390686035,0.10531886558190187,4,100,<function huber_approx_obj at 0x1a1cabf8c0>,"{'max_depth': 4, 'n_estimators': 100, 'objective': <function huber_approx_obj at 0x1a1cabf8c0>}",-15.667233339311268,-15.92372929148479,-21.773787599547543,-19.072454781182472,-64.45526036949883,-27.377788893670143,18.67292846212843,4
5,47.68591184616089,1.5970023373500621,0.07164950370788574,0.0163546792152066,4,100,<function custom_loss_train at 0x1a1cabf830>,"{'max_depth': 4, 'n_estimators': 100, 'objective': <function custom_loss_train at 0x1a1cabf830>}",-44.31668813084567,-36.06550031923703,-70.46391634068715,-87.88461539489779,-73.33158087440987,-62.41137213721055,19.258712456092933,8
6,103.01238040924072,6.135159945747364,0.07797260284423828,0.03822095963571003,4,200,<function huber_approx_obj at 0x1a1cabf8c0>,"{'max_depth': 4, 'n_estimators': 200, 'objective': <function huber_approx_obj at 0x1a1cabf8c0>}",-14.997064926843224,-15.47300155426785,-20.3454327741285,-17.672373236336767,-59.564497501088134,-25.609835828304305,17.081971485597386,3
7,71.92569050788879,22.293219997198996,0.06448664665222167,0.01944042205827857,4,200,<function custom_loss_train at 0x1a1cabf830>,"{'max_depth': 4, 'n_estimators': 200, 'objective': <function custom_loss_train at 0x1a1cabf830>}",-48.57270431332234,-35.68117880056009,-66.81963429715141,-79.3834190020182,-69.62860080063952,-60.016419305937795,15.728229304264248,7
