,feat_name,imp
110,sensor11_rolling_variance_20,0.0030679417540730386
111,sensor12_rolling_variance_20,0.00018603978391010752
112,sensor13_rolling_variance_20,0.0008012508972063898
113,sensor14_rolling_variance_20,0.001708745895830204
114,sensor17_rolling_variance_20,0.0007414684579984911
115,sensor20_rolling_variance_20,0.000596899943477471
116,sensor21_rolling_variance_20,0.0002998763405168127
117,sensor2_time_reversal_asymmetry_window_20_lag_5,0.000150590760725849
118,sensor3_time_reversal_asymmetry_window_20_lag_5,0.00010591414337448744
119,sensor4_time_reversal_asymmetry_window_20_lag_5,0.00041320588663684943
120,sensor7_time_reversal_asymmetry_window_20_lag_5,0.0006894467422850444
121,sensor8_time_reversal_asymmetry_window_20_lag_5,0.00027680912149055567
122,sensor9_time_reversal_asymmetry_window_20_lag_5,0.0010899189049345744
123,sensor11_time_reversal_asymmetry_window_20_lag_5,0.00023189761249330809
124,sensor12_time_reversal_asymmetry_window_20_lag_5,0.00048186538908650655
125,sensor13_time_reversal_asymmetry_window_20_lag_5,3.2407839216160137e-05
126,sensor14_time_reversal_asymmetry_window_20_lag_5,0.001006592888417943
127,sensor17_time_reversal_asymmetry_window_20_lag_5,0.0
128,sensor20_time_reversal_asymmetry_window_20_lag_5,7.753860266817441e-05
129,sensor21_time_reversal_asymmetry_window_20_lag_5,0.0004083091952200318
130,sensor2_log,0.009250307201956822
131,sensor3_log,0.002542239113686989
132,sensor4_log,0.008696107997189133
133,sensor7_log,0.007016993098506461
134,sensor8_log,1.5387595425720458e-05
135,sensor9_log,6.744969546499187e-05
136,sensor11_log,0.00023345605498237767
137,sensor12_log,0.0002495545543033227
138,sensor13_log,0.0
139,sensor14_log,0.0006253307230542216
140,sensor17_log,0.009634708899684739
141,sensor20_log,0.013221075557447257
142,sensor21_log,0.007738723191544665
143,sensor2_diff_lag_20,0.0003456680420153495
144,sensor3_diff_lag_20,0.0002890712710238284
145,sensor4_diff_lag_20,0.0032675747460590857
146,sensor7_diff_lag_20,0.0017169135003548305
147,sensor8_diff_lag_20,0.0018264222854832042
148,sensor9_diff_lag_20,0.026356339753473436
149,sensor11_diff_lag_20,0.2639524248396169
150,sensor12_diff_lag_20,0.0019864814944540927
151,sensor13_diff_lag_20,0.010338350301858878
152,sensor14_diff_lag_20,0.00287004380046262
153,sensor17_diff_lag_20,0.0001663939076913716
154,sensor20_diff_lag_20,0.0008877207209809935
155,sensor21_diff_lag_20,0.0004393875364326255
156,sensor2_gamma_lag_20,1.352059668430518e-05
157,sensor3_gamma_lag_20,8.517379249588831e-05
158,sensor4_gamma_lag_20,0.0016786407250348658
159,sensor7_gamma_lag_20,0.0013372391899978476
160,sensor8_gamma_lag_20,0.0002433326809281611
161,sensor9_gamma_lag_20,0.00044479891680483067
162,sensor11_gamma_lag_20,0.0002970910949148052
163,sensor12_gamma_lag_20,0.0002689304818295676
164,sensor13_gamma_lag_20,7.644758609227514e-05
165,sensor14_gamma_lag_20,0.00046766903567165496
166,sensor17_gamma_lag_20,0.00010196197397779907
167,sensor20_gamma_lag_20,0.002241010203034078
168,sensor21_gamma_lag_20,0.0003538509274471971
